2597,   0.393, 10.391, -2.528
2610,   0.115, 10.554, -2.318
2620,   0.000, 10.659, -2.308
2630,   0.153, 10.793, -2.701
2638,   0.373, 10.937, -2.940
2648,   0.747, 11.090, -2.873
2658,   1.092, 11.186, -2.174
2670,   1.044, 11.032, -2.193
2680,   0.843, 10.908, -2.193
2690,   0.680, 10.956, -2.155
2700,   0.661, 11.186, -2.184
2710,   0.622, 11.463, -2.222
2722,   0.431, 11.636, -2.174
2731,   0.211, 11.732, -2.097
2741,   0.115, 11.741, -1.944
2751,   0.326, 11.550, -1.915
2767,   0.642, 11.349, -1.896
2773,   0.852, 11.186, -1.887
2783,   0.900, 11.090, -1.599
2793,   0.804, 11.147, -1.140
2803,   0.757, 11.329, -1.235
2813,   0.670, 11.569, -1.599
2825,   0.517, 11.894, -1.982
2833,   0.354, 12.143, -2.164
2846,   0.393, 12.220, -2.222
2856,   0.622, 12.086, -2.040
2866,   1.006, 12.000, -2.174
2878,   1.178, 12.201, -2.365
2888,   0.958, 12.632, -2.241
2898,   0.479, 13.015, -2.078
2910,  -0.067, 13.091, -1.465
2918,  -0.019, 12.919, -1.599
2930,   0.469, 13.044, -1.848
2939,   0.718, 13.072, -1.973
2952,   0.642, 13.024, -2.097
2961,   0.354, 12.881, -2.155
2979,   0.115, 12.747, -2.002
2984,   0.182, 12.747, -1.867
2997,   0.498, 12.651, -1.523
3006,   0.833, 12.469, -1.331
